Action,Quantity,Price,Time,Portfolio Value,Remaining Balance
Sell,191,3454.92,2021-10-09 04:45:00,659889.72,661742.4400000008
Buy,191,3454.92,2021-10-09 04:45:00,659889.72,1852.720000000787
Sell,191,3448.5,2021-10-09 05:00:00,658663.5,660516.2200000008
Buy,191,3450.51,2021-10-09 05:30:00,659047.41,1468.8100000007544
Sell,191,3456.95,2021-10-09 05:45:00,660277.45,661746.2600000007
Buy,191,3456.95,2021-10-09 05:45:00,660277.45,1468.8100000007544
Sell,191,3453.4,2021-10-09 06:00:00,659599.4,661068.2100000008
Buy,191,3453.4,2021-10-09 06:00:00,659599.4,1468.8100000007544
Sell,191,3443.05,2021-10-09 06:15:00,657622.55,659091.3600000008
Buy,191,3443.05,2021-10-09 06:15:00,657622.55,1468.8100000007544
Sell,191,3429.35,2021-10-09 06:30:00,655005.85,656474.6600000007
Buy,191,3429.35,2021-10-09 06:30:00,655005.85,1468.8100000007544
Sell,191,3421.48,2021-10-09 06:45:00,653502.68,654971.4900000008
Buy,191,3421.32,2021-10-09 07:00:00,653472.12,1499.3700000008103
Sell,191,3423.49,2021-10-09 07:15:00,653886.59,655385.9600000008
Buy,191,3423.49,2021-10-09 07:15:00,653886.59,1499.3700000008103
Sell,191,3418.21,2021-10-09 07:30:00,652878.11,654377.4800000008
Buy,191,3418.21,2021-10-09 07:30:00,652878.11,1499.3700000008103
Sell,191,3405.59,2021-10-09 07:45:00,650467.6900000001,651967.0600000009
Buy,191,3405.59,2021-10-09 07:45:00,650467.6900000001,1499.3700000008103
Sell,191,3389.69,2021-10-09 08:00:00,647430.79,648930.1600000008
Buy,191,3389.69,2021-10-09 08:00:00,647430.79,1499.3700000008103
Sell,191,3406.42,2021-10-09 08:15:00,650626.22,652125.5900000008
Buy,191,3406.42,2021-10-09 08:15:00,650626.22,1499.3700000008103
Sell,191,3376.12,2021-10-09 08:30:00,644838.9199999999,646338.2900000007
Buy,191,3376.12,2021-10-09 08:30:00,644838.9199999999,1499.3700000008103
Sell,191,3376.81,2021-10-09 08:45:00,644970.71,646470.0800000008
Buy,190,3400.44,2021-10-09 09:30:00,646083.6,386.4800000007963
Sell,190,3401.96,2021-10-09 09:45:00,646372.4,646758.8800000008
Buy,189,3419.54,2021-10-09 10:30:00,646293.0599999999,465.8200000008801
Sell,189,3406.06,2021-10-09 10:45:00,643745.34,644211.1600000008
Buy,189,3406.06,2021-10-09 10:45:00,643745.34,465.8200000008801
Sell,189,3392.72,2021-10-09 11:00:00,641224.08,641689.9000000008
Buy,188,3404.12,2021-10-09 11:45:00,639974.5599999999,1715.3400000008987
Sell,188,3398.36,2021-10-09 12:00:00,638891.68,640607.020000001
Buy,188,3398.36,2021-10-09 12:00:00,638891.68,1715.3400000008987
Sell,188,3383.27,2021-10-09 12:15:00,636054.76,637770.1000000009
Buy,188,3383.27,2021-10-09 12:15:00,636054.76,1715.3400000008987
Sell,188,3394.54,2021-10-09 12:30:00,638173.52,639888.8600000009
Buy,188,3394.54,2021-10-09 12:30:00,638173.52,1715.3400000008987
Sell,188,3375.0,2021-10-09 12:45:00,634500.0,636215.3400000009
Buy,188,3375.0,2021-10-09 12:45:00,634500.0,1715.3400000008987
Sell,188,3362.27,2021-10-09 13:00:00,632106.76,633822.1000000009
Buy,188,3362.27,2021-10-09 13:00:00,632106.76,1715.3400000008987
Sell,188,3356.33,2021-10-09 13:15:00,630990.04,632705.3800000009
Buy,188,3356.33,2021-10-09 13:15:00,630990.04,1715.3400000008987
Sell,188,3328.69,2021-10-09 13:30:00,625793.72,627509.0600000009
Buy,188,3328.69,2021-10-09 13:30:00,625793.72,1715.3400000008987
Sell,188,3327.28,2021-10-09 13:45:00,625528.64,627243.9800000009
Buy,188,3327.28,2021-10-09 13:45:00,625528.64,1715.3400000008987
Sell,188,3304.58,2021-10-09 14:00:00,621261.04,622976.3800000009
Buy,188,3304.58,2021-10-09 14:00:00,621261.04,1715.3400000008987
Sell,188,3266.01,2021-10-09 14:15:00,614009.88,615725.2200000009
Buy,188,3266.01,2021-10-09 14:15:00,614009.88,1715.3400000008987
Sell,188,3229.59,2021-10-09 14:30:00,607162.92,608878.2600000009
Buy,184,3299.28,2021-10-09 15:45:00,607067.52,1810.740000000922
Sell,184,3285.0,2021-10-09 16:00:00,604440.0,606250.7400000009
Buy,181,3334.47,2021-10-09 17:45:00,603539.07,2711.6700000009732
Sell,181,3333.77,2021-10-09 18:00:00,603412.37,606124.040000001
Buy,181,3333.77,2021-10-09 18:00:00,603412.37,2711.6700000009732
Sell,181,3342.34,2021-10-09 18:15:00,604963.54,607675.210000001
Buy,181,3342.34,2021-10-09 18:15:00,604963.54,2711.6700000009732
Sell,181,3336.11,2021-10-09 18:30:00,603835.91,606547.580000001
Buy,181,3336.11,2021-10-09 18:30:00,603835.91,2711.6700000009732
Sell,181,3329.83,2021-10-09 18:45:00,602699.23,605410.900000001
Buy,181,3329.83,2021-10-09 18:45:00,602699.23,2711.6700000009732
Sell,181,3322.4,2021-10-09 19:00:00,601354.4,604066.070000001
Buy,181,3322.4,2021-10-09 19:00:00,601354.4,2711.6700000009732
Sell,181,3315.92,2021-10-09 19:15:00,600181.52,602893.190000001
Buy,181,3312.62,2021-10-09 19:45:00,599584.22,3308.97000000102
Sell,181,3325.67,2021-10-09 20:00:00,601946.27,605255.240000001
Buy,181,3325.67,2021-10-09 20:00:00,601946.27,3308.97000000102
